Issue Type,Key,Status,Priority,Summary,Original Time Estimated,Σ,Estimated Time Remaining,Σ,Total Time Spent,Σ,Accuracy,Σ,Accuracy (%),Σ
Sub-task,WS-1395,Done,Major,WS-1205 -> Add function to refresh store,30m,30m,0m,0m,45m,45m,15 minutes,15 minutes,-50,-50
Sub-task,WS-1396,Done,Major,WS-1339 -> Update python code for AR igniters to pull data from igniter,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-1397,Done,Major,WS-1339 -> Wrtie code to pull and parse data to send to python code for AR Igniters,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1402,Done,Blocker,WS-1205 -> add an endpoint on IAM to fetch the client IDs,1h,1h,0m,0m,1h 10m,1h 10m,10 minutes,10 minutes,-16,-16
Sub-task,WS-1403,Done,Major,WS-1339 -> Debugging test,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1404,Done,Major,WS-1205 -> Hookup,3h,3h,0m,0m,3h,3h,0 minutes,0 minutes,0,0
Sub-task,WS-1405,Done,Major,WS-1213 -> Setup endpoint that returns a list of products,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1406,Done,Major,WS-1213 -> Setup endpoint that returns a list of customers,2h,2h,0m,0m,2h 10m,2h 10m,10 minutes,10 minutes,-8,-8
Sub-task,WS-1407,Done,Major,WS-1339 -> Convert python code to go code for AR igniters,-,-,0m,0m,3h 30m,3h 30m,,,,
Sub-task,WS-1408,Done,Major,WS-1339 -> Convert python code to go for initial dispute igniter,-,-,0m,0m,4h,4h,,,,
Bug,WS-1410,Done,Major,Alert creation timing out,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1412,Done,Major,WS-1339 -> Convert python code to go for initial AR igniter,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-1413,Done,Major,WS-1339 -> Convert python code to go for the weekly disputes igniter,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1414,Done,Major,WS-1339 -> Convert the deferred payments python code to go for the AP igniter,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-1415,Done,Major,WS-1339 -> Update SetYTD Test,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-1416,Done,Major,WS-1350 -> QA Feedback 2,1h,1h,0m,0m,50m,50m,10 minutes,10 minutes,16,16
Sub-task,WS-1417,Done,Major,WS-1350 -> QA Feedback 3 - User doesn't follow through with chosen plan,-,-,0m,0m,4h 15m,4h 15m,,,,
Sub-task,WS-1418,Done,Major,WS-1213 -> Setup endpoint to return a list of accounts from quickbooks,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1419,Done,Major,WS-1213 -> Create method to get order from shopify,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1420,Done,Major,WS-1207 -> Add endpoint for saving the configuration,2h,2h,0m,0m,3h 25m,3h 25m,"1 hour, 25 minutes","1 hour, 25 minutes",-70,-70
Sub-task,WS-1421,Done,Major,WS-1213 -> Create endpoint for creating an import,2h,2h,0m,0m,1d 59m,1d 59m,"6 hours, 59 minutes","6 hours, 59 minutes",-349,-349
Sub-task,WS-1422,Done,Major,WS-1226 -> Update screens based on feedback from francis/akeem,5h,5h,0m,0m,5h,5h,0 minutes,0 minutes,0,0
Sub-task,WS-1423,Done,Major,WS-1213 -> Add endpoint for listing imports,1h,1h,0m,0m,29m,29m,31 minutes,31 minutes,51,51
Sub-task,WS-1425,Done,Major,WS-1207 -> Create endpoint to create a new customer,2h,2h,0m,0m,3h 44m,3h 44m,"1 hour, 44 minutes","1 hour, 44 minutes",-86,-86
Sub-task,WS-1427,Done,Major,WS-1224 -> Hook up revenue recognition,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1428,Done,Major,WS-1207 -> Hook up saving order configuration,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1429,Done,Major,WS-1213 -> Hook up Saving Product config and Customer config,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1430,Done,Major,WS-1213 -> Add method and endpoint to get classes from quickbooks,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1431,Done,Major,WS-1207 -> Add default values for some configs,30m,30m,0m,0m,-,-,-,-,100,100
Bug,WS-1432,Done,Major,Running out of m2m tokens on dev halfway through the month,-,-,0m,0m,52m,52m,,,,
Sub-task,WS-1433,Done,Major,WS-1207 -> Add autocomplete to handle searches,2h,2h,0m,0m,2h 10m,2h 10m,10 minutes,10 minutes,-8,-8
Sub-task,WS-1434,Done,Major,WS-1207 -> Hook up create customer,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1437,Done,Major,WS-1209 -> Setup Tax Mapping Config,1h,1h,0m,0m,1h 27m,1h 27m,27 minutes,27 minutes,-45,-45
Sub-task,WS-1440,Done,Major,WS-1209 -> Hook up the configuration/mapping ui,3h,3h,0m,0m,4h 30m,4h 30m,"1 hour, 30 minutes","1 hour, 30 minutes",-50,-50
Sub-task,WS-1441,Done,Major,WS-1208 -> Setup fee mapping config,1h,1h,0m,0m,24m,24m,36 minutes,36 minutes,60,60
Sub-task,WS-1442,Done,Major,WS-1208 -> Endpoint for shopify fees,2h,2h,0m,0m,1h 35m,1h 35m,25 minutes,25 minutes,20,20
Sub-task,WS-1443,Done,Major,WS-1208 -> Hook up configuration,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1445,Done,Major,WS-1213 -> Add endpoint for previewing and import,2h,2h,0m,0m,1h 20m,1h 20m,40 minutes,40 minutes,33,33
Sub-task,WS-1446,Done,Major,WS-1207 -> Add select store screen and rework manage integrations,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1447,Done,Major,WS-1226 -> Add info about the status of import to list,2h,2h,0m,0m,1h 15m,1h 15m,45 minutes,45 minutes,37,37
Bug,WS-1448,In Review,Major,Unable to select an alert on mobile,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1451,Done,Major,WS-1339 -> update the go version and fix the dependencies,-,-,0m,0m,11m,11m,,,,
Sub-task,WS-1452,Done,Major,WS-1226 -> Hook up filters,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Task,WS-1457,Reopened,Blocker,Update child insights of weekly chargeback insight to show customer name and email,-,2h,0m,0m,0m,2h 30m,,30 minutes,,
-> Sub-task,WS-1471,Done,Major,-> update the python code on for the child insight to add the customer name and email to the list,1h 30m,,0m,,2h,,30 minutes,,-33,-33
-> Sub-task,WS-1517,Done,Major,-> test on dev,30m,,0m,,30m,,0 minutes,,0,0
Sub-task,WS-1458,Done,Major,WS-1453 -> Add section in settings to show the current subscription,3h 20m,3h 20m,0m,0m,3h 20m,3h 20m,0 minutes,0 minutes,0,0
Sub-task,WS-1459,Done,Major,WS-1453 -> Add endpoint to cancel a subscription,1h,1h,0m,0m,5h 26m,5h 26m,"4 hours, 26 minutes","4 hours, 26 minutes",-443,-443
Sub-task,WS-1460,Done,Major,WS-1226 -> Add payment status filter,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1461,Done,Major,WS-1226 -> Add fulfillment status filter,2h,2h,0m,0m,2h 30m,2h 30m,30 minutes,30 minutes,-25,-25
Sub-task,WS-1462,Done,Major,WS-1226 -> Make it so that it prefilters the list of order based on the config,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Sub-task,WS-1463,Done,Major,WS-1213 -> Dev review feedback,1h 30m,1h 30m,0m,0m,2h 17m,2h 17m,47 minutes,47 minutes,-52,-52
Sub-task,WS-1464,Done,Major,WS-1454 -> Update subscription service so that the interval is passed in when the plan is created,1h,1h,0m,0m,1h 15m,1h 15m,15 minutes,15 minutes,-25,-25
Sub-task,WS-1465,Done,Major,WS-1453 -> Add endpoint to get subscription(s) account has,1h,1h,0m,0m,48m,48m,12 minutes,12 minutes,20,20
Sub-task,WS-1472,Done,Major,WS-1207 -> Feedback,1h 30m,1h 30m,0m,0m,1h 45m,1h 45m,15 minutes,15 minutes,-16,-16
Sub-task,WS-1473,Done,Major,WS-1226 -> Dev review feedback,4h 30m,4h 30m,0m,0m,4h 30m,4h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1476,Done,Major,WS-1207 -> Update the config validation to check the preferences,2h,2h,0m,0m,1h 26m,1h 26m,34 minutes,34 minutes,28,28
Sub-task,WS-1477,Done,Major,WS-1226 -> Update order list controller to filter by import status,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1478,Done,Major,WS-1211 -> Add the import status to the list of changes on the import,30m,30m,0m,0m,10m,10m,20 minutes,20 minutes,66,66
Sub-task,WS-1480,Done,Major,WS-1211 -> Hook up import button to hit the endpoint,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1481,Done,Major,WS-1211 -> Poll the import resource and update the list of items in the preview,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1482,Done,Major,WS-1206 -> Create endpoint for getting the list of payment options,2h,2h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1483,Done,Major,WS-1206 -> Pull the list of payment options from import service and populate the fields,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1488,Done,Major,WS-1466 -> Map fields to payout config,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1490,Done,Major,WS-1466 -> Render any errors after saving the config,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1491,Done,Major,WS-1474 -> Add endpoint to get list of payouts,3h,3h,0m,0m,5h 37m,5h 37m,"2 hours, 37 minutes","2 hours, 37 minutes",-87,-87
Sub-task,WS-1492,Done,Major,WS-1474 -> Update the list screen to have tabs at the top for orders/payouts,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1493,Done,Major,WS-1474 -> Pull the list of payout and update the table,2h,2h,0m,0m,2h 30m,2h 30m,30 minutes,30 minutes,-25,-25
Sub-task,WS-1494,Done,Major,WS-1474 -> Create functions to handle filters for the payouts,2h,2h,0m,0m,2h 30m,2h 30m,30 minutes,30 minutes,-25,-25
Sub-task,WS-1495,Done,Major,WS-1474 -> Create payment service interface for getting list of payouts,2h,2h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1496,Done,Major,WS-1468 -> Update Post method on import to handle payouts,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1497,Done,Major,WS-1470 -> Create function to undo the import,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1498,Done,Major,WS-1470 -> Poll the resource for updates and update the items,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1499,Done,Major,WS-1470 -> Add endpoint to undo import,4h,4h,0m,0m,6h 5m,6h 5m,"2 hours, 5 minutes","2 hours, 5 minutes",-52,-52
Sub-task,WS-1500,Done,Major,WS-1470 -> Render any errors that comes back,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1501,Done,Major,WS-1475 -> Setup keys in key manager,1h,1h,0m,0m,1h 17m,1h 17m,17 minutes,17 minutes,-28,-28
Sub-task,WS-1502,Done,Major,WS-1475 -> Create test custom apps across all the environments for testing,1h,1h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1505,Done,Major,WS-1475 -> Add the ability to associate a custom install link to provider,2h,2h,0m,0m,31m,31m,"1 hour, 29 minutes","1 hour, 29 minutes",74,74
Sub-task,WS-1506,Done,Major,WS-1207 -> Update array of errors to be objects with a property for info link,-,-,0m,0m,42m,42m,,,,
Sub-task,WS-1507,Done,Major,WS-1213 -> Report that the import is not being deleted from the resource table,30m,30m,0m,0m,-,-,-,-,100,100
Sub-task,WS-1513,Done,Major,WS-1453 -> Test subscription not working,-,-,0m,0m,2h 12m,2h 12m,,,,
Sub-task,WS-1514,Done,Major,WS-1453 -> update the subscription handler in IAM to use the graphql shopify endpoint,-,-,0m,0m,30m,30m,,,,
Bug,WS-1515,Done,Major,Error: Could not retrieve sparks,-,-,0m,0m,3h 5m,3h 5m,,,,
Sub-task,WS-1518,Done,Major,"WS-1207 -> Switch to saving the id of the custom, account and product",3h,3h,0m,0m,3h 10m,3h 10m,10 minutes,10 minutes,-5,-5
Sub-task,WS-1519,Done,Major,WS-1211 -> Fix issue where product is not being saved with line item,1h,1h,0m,0m,1h 8m,1h 8m,8 minutes,8 minutes,-13,-13
Sub-task,WS-1520,Done,Major,WS-1211 -> Use tax mappings to add tax line items,2h,2h,0m,0m,1h,1h,1 hour,1 hour,50,50
Sub-task,WS-1521,Done,Major,WS-1211 -> Use fee mappings to add fee line items,1h,1h,0m,0m,19m,19m,41 minutes,41 minutes,68,68
Sub-task,WS-1522,Done,Major,WS-1211 -> Add discounts,1h,1h,0m,0m,3h 8m,3h 8m,"2 hours, 8 minutes","2 hours, 8 minutes",-213,-213
Sub-task,WS-1523,Done,Major,WS-1211 -> Add WeOS tag,1h,1h,0m,0m,17m,17m,43 minutes,43 minutes,71,71
Sub-task,WS-1525,Done,Major,WS-1211 -> Add shipping lines,1h,1h,0m,0m,1h 10m,1h 10m,10 minutes,10 minutes,-16,-16
Sub-task,WS-1527,Done,Major,WS-1211 -> Make sure sales receipt is working,1h,1h,0m,0m,58m,58m,2 minutes,2 minutes,3,3
Sub-task,WS-1528,Done,Major,WS-1211 -> Update Shopify API,1h,1h,0m,0m,3h 16m,3h 16m,"2 hours, 16 minutes","2 hours, 16 minutes",-226,-226
Sub-task,WS-1529,Done,Major,WS-1211 -> Update domain layer to create payments,2h,2h,0m,0m,3h 19m,3h 19m,"1 hour, 19 minutes","1 hour, 19 minutes",-65,-65
Sub-task,WS-1532,Done,Major,WS-1475 -> Update the verification controller in IAM to get the custom provider and fetch the keys from the key manager,1h 30m,1h 30m,0m,0m,1h 31m,1h 31m,1 minute,1 minute,-1,-1
Sub-task,WS-1533,Done,Major,WS-1475 -> remove code from the callback handler in IAM where the shopify provider is hardcoded,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1534,Done,Major,WS-1475 -> update the app url and callback url in custom shopify app to use the custom provider ID,30m,30m,0m,0m,50m,50m,20 minutes,20 minutes,-66,-66
Sub-task,WS-1535,Done,Major,WS-1475 -> Test on Dev,1h,1h,0m,0m,7h,7h,6 hours,6 hours,-600,-600
Sub-task,WS-1537,Done,Major,"WS-1207 -> Hook up saving shipping, discount and payment config",4h,4h,0m,0m,4h,4h,0 minutes,0 minutes,0,0
Sub-task,WS-1538,Done,Major,WS-1211 -> Add correct billing and shipping address to invoice,1h,1h,0m,0m,49m,49m,11 minutes,11 minutes,18,18
Sub-task,WS-1540,Done,Major,WS-1211 -> Make it so that an already sync'd invoice is updated not created,1h,1h,0m,0m,1h 20m,1h 20m,20 minutes,20 minutes,-33,-33
Sub-task,WS-1541,Done,Major,WS-1211 -> Handle refunds better,2h,2h,0m,0m,3h 40m,3h 40m,"1 hour, 40 minutes","1 hour, 40 minutes",-83,-83
Sub-task,WS-1542,Done,Major,WS-1467 -> Update shopify service to get payout details,1h,1h,0m,0m,1h 7m,1h 7m,7 minutes,7 minutes,-11,-11
Sub-task,WS-1543,Done,Major,WS-1467 -> Create payouts import screen based on wireframe,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1544,Done,Major,WS-1467 -> Create entity for payout and thirdparty payout,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1545,Done,Major,WS-1467 -> Call endpoint to get payout details and render tables,2h,2h,0m,0m,2h 30m,2h 30m,30 minutes,30 minutes,-25,-25
Sub-task,WS-1547,Done,Major,WS-1467 -> Add method on account model to import payout,2h,2h,0m,0m,2h 7m,2h 7m,7 minutes,7 minutes,-5,-5
Sub-task,WS-1548,Done,Major,WS-1467 -> Add function and button to perform import,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1550,Done,Major,WS-1474 -> Update the table component to have the right fields and render the data,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1551,Done,Major,WS-1468 -> Update Quickbooks service and SDK for creating deposit,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1553,Done,Major,WS-1467 -> Update import payout to create journal entries,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1554,In Progress,Major,WS-1226 -> Feedback 2,1d 30m,1d 30m,0m,0m,1d 1h,1d 1h,30 minutes,30 minutes,-5,-5
Sub-task,WS-1555,Done,Major,WS-1211 -> Errors syncing client orders,-,-,0m,0m,1h 18m,1h 18m,,,,
Sub-task,WS-1557,Done,Major,WS-1468 -> Update Quickbooks service and SDK for creating journal entries,1h,1h,0m,0m,2h 9m,2h 9m,"1 hour, 9 minutes","1 hour, 9 minutes",-115,-115
Sub-task,WS-1558,Done,Major,WS-1211 -> Update quickbooks service to create refund,1h,1h,0m,0m,3h 30m,3h 30m,"2 hours, 30 minutes","2 hours, 30 minutes",-250,-250
Sub-task,WS-1559,Done,Major,WS-1468 -> Switch to linking deposit to payment instead of the order,1h,1h,0m,0m,1h 40m,1h 40m,40 minutes,40 minutes,-66,-66
Sub-task,WS-1560,Done,Major,"WS-1211 -> Sort out order date, idempotency",3h,3h,0m,0m,1h 8m,1h 8m,"1 hour, 52 minutes","1 hour, 52 minutes",62,62
Sub-task,WS-1561,Done,Major,WS-1475 -> Update subscription create endpoint for an exception for custom apps,2h,2h,0m,0m,1h 15m,1h 15m,45 minutes,45 minutes,37,37
Sub-task,WS-1563,Done,Major,WS-1475 -> update IAM to create a subscription for the custom app,1h 30m,1h 30m,0m,0m,1h,1h,30 minutes,30 minutes,33,33
Sub-task,WS-1564,Done,Major,WS-1475 -> update IAM to make a request to the subscription service to create the subscription,1h 30m,1h 30m,0m,0m,2h,2h,30 minutes,30 minutes,-33,-33
Sub-task,WS-1565,Done,Major,WS-1209 -> QA Feedback,2h,2h,0m,0m,1h 54m,1h 54m,6 minutes,6 minutes,5,5
Bug,WS-1567,Done,Major,Error when adding Shopify integration,-,-,0m,0m,3h 45m,3h 45m,,,,
Sub-task,WS-1568,Done,Major,WS-1466 -> Hook up the default account mapping and account specific mappings,1h 30m,1h 30m,0m,0m,1h 30m,1h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1570,Done,Major,WS-1467 -> Ensure more than 250 transactions are pulled from payout,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1571,Done,Major,WS-1468 -> Dev Environ Feedback,-,-,0m,0m,1d 6h 8m,1d 6h 8m,,,,
Sub-task,WS-1574,Done,Major,WS-1211 -> Feedback,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1575,Done,Major,WS-1467 -> Journal entry page,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1576,Done,Major,WS-1474 -> Add Refund Detail screens,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Story,WS-1577,In Progress,Major,Additional Detail Screens,4h,4h,0m,0m,4h,4h,0 minutes,0 minutes,0,0
Sub-task,WS-1578,Done,Major,WS-1207 -> Add refund config,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1579,Done,Major,WS-1468 -> Add work around for refunds is not being attached to deposit,1h,1h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1581,Done,Major,WS-1466 -> Make it so that all the payout transactions are pulled,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Story,WS-1582,Done,Major,Preparing Payout Preview Modal,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1583,Done,Major,WS-1466 -> Add options to choose how deposit lines are added to deposit,1h,1h,0m,0m,3h,3h,2 hours,2 hours,-200,-200
Sub-task,WS-1584,Done,Major,WS-1474 -> Fix issue where the payout status is incorrect,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1591,Done,Major,WS-1467 -> Feedback,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1593,Done,Major,WS-1475 -> Update the integration page to check for custom provider and pass it into the request to iam,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1594,Done,Major,WS-1475 -> make it so that shopify shops can be install using the custom app,-,-,0m,0m,3h 33m,3h 33m,,,,
Sub-task,WS-1600,Done,Major,WS-1598 -> Update the Quickbook Service to check the fee config for the mappings,1h,1h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1605,Done,Major,WS-1602 -> Save payment options in the payment event handler to the database,1h,1h,0m,0m,36m,36m,24 minutes,24 minutes,40,40
Sub-task,WS-1606,Done,Major,WS-1598 -> Update the fee component to render payout fees,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1607,Done,Major,WS-1602 -> Create an endpoint for getting the list of payment options,1h,1h,0m,0m,45m,45m,15 minutes,15 minutes,25,25
Sub-task,WS-1608,Done,Major,WS-1597 -> Update the mapping component to be a singular field mapping,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1609,Done,Major,WS-1597 -> Update the components that used the previous mapping component to loop and render the fields,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1610,Done,Major,WS-1597 -> Create function to assign placeholder values when the default mapping changes,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1612,Done,Major,WS-1604 -> Update the import projection to have information about the associated items in the import,1h,1h,0m,0m,1h 11m,1h 11m,11 minutes,11 minutes,-18,-18
Sub-task,WS-1615,Done,Major,WS-1614 -> Update list payout controller to return a dummy payout for webooks-dev and webooks-qa stores,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1616,Done,Major,WS-1614 -> Add a payment service that can be substituted for the shopify service when specific store ids are used,1h,1h,0m,0m,45m,45m,15 minutes,15 minutes,25,25
Sub-task,WS-1617,Done,Major,WS-1614 -> Update Get Service to use the store id to determine which service to use as well,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1618,Done,Major,WS-1601 -> Clean up payment config,30m,30m,0m,0m,15m,15m,15 minutes,15 minutes,50,50
Sub-task,WS-1619,Done,Major,WS-1613 -> Add import list with last 5 imports to home screen,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1620,Done,Major,WS-1613 -> Render the alert messages in the alerts tab and add setting button.,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1621,Done,Major,WS-1595 -> Update the delete request to hit the new endpoint,20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-1624,Done,Major,WS-1604 -> render summary on the import item,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1625,Done,Major,WS-1604 -> add filter to import list,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1627,Done,Major,"WS-1604 -> Set imports to have status ""preview"" by default",30m,30m,0m,0m,5m,5m,25 minutes,25 minutes,83,83
Sub-task,WS-1632,Done,Major,"WS-1631 -> Set import status to ""error"" when there is an error during import and all the changes have been attempted",1h,1h,0m,0m,20m,20m,40 minutes,40 minutes,66,66
Sub-task,WS-1633,Done,Major,"WS-1631 -> update the polling function to check for status ""error"" and stop polling",10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1635,Done,Major,WS-1628 -> QA-feedback,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1636,Done,Major,WS-1206 -> Feedback,20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-1648,Done,Major,WS-1614 -> Make payout total match orders/payout transaction,1h,1h,0m,0m,35m,35m,25 minutes,25 minutes,41,41
Sub-task,WS-1651,Done,Major,WS-1642 -> Create endpoint for returning the list of providers,1h,1h,0m,0m,22m,22m,38 minutes,38 minutes,63,63
Sub-task,WS-1652,Done,Major,WS-1642 -> Update integrations screen to render the list of providers,1h,1h,0m,0m,31m,31m,29 minutes,29 minutes,48,48
Sub-task,WS-1653,Done,Major,WS-1642 -> Add list of stores for square,2h,2h,0m,0m,1h,1h,1 hour,1 hour,50,50
Sub-task,WS-1656,Done,Major,WS-1644 -> Copy shopify config and make sure the config is saving to square store resource,1h,1h,0m,0m,1h 46m,1h 46m,46 minutes,46 minutes,-76,-76
Sub-task,WS-1657,Done,Major,WS-1645 -> Add square service and implement order service,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1659,Done,Major,WS-1645 -> Implement payout service on square service,2h,2h,0m,0m,3h 12m,3h 12m,"1 hour, 12 minutes","1 hour, 12 minutes",-60,-60
Sub-task,WS-1664,Done,Major,WS-1212 -> Add screen for scheduling import,2h,2h,0m,0m,3h 40m,3h 40m,"1 hour, 40 minutes","1 hour, 40 minutes",-83,-83
Sub-task,WS-1665,Done,Major,WS-1212 -> Create entity for scheduled import,2h,2h,0m,0m,50m,50m,"1 hour, 10 minutes","1 hour, 10 minutes",58,58
Sub-task,WS-1666,Done,Major,WS-1212 -> Create a command that gets the payouts to be imported,1h,1h,0m,0m,48m,48m,12 minutes,12 minutes,20,20
Sub-task,WS-1667,Done,Major,WS-1212 -> Create a command that gets the orders to be imported,1h,1h,0m,0m,1h 56m,1h 56m,56 minutes,56 minutes,-93,-93
Sub-task,WS-1668,Done,Major,WS-1212 -> Setup event handler to persist scheduled import,3h,3h,0m,0m,4h 30m,4h 30m,"1 hour, 30 minutes","1 hour, 30 minutes",-50,-50
Sub-task,WS-1669,Done,Major,WS-1212 -> Add endpoint for importing orders on a schedule,1h,1h,0m,0m,4h 30m,4h 30m,"3 hours, 30 minutes","3 hours, 30 minutes",-350,-350
Sub-task,WS-1670,Done,Major,WS-1212 -> Add endpoint for listing scheduled jobs,1h,1h,0m,0m,1h 40m,1h 40m,40 minutes,40 minutes,-66,-66
Sub-task,WS-1671,Done,Major,WS-1212 -> Add endpoint for scheduling an import,1h,1h,0m,0m,2h 15m,2h 15m,"1 hour, 15 minutes","1 hour, 15 minutes",-125,-125
Sub-task,WS-1677,Done,Major,WS-1212 -> Add list screen of scheduled imports,2h,2h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1678,Done,Major,WS-1212 -> Create batch job service to queue scheduled imports,2h,2h,0m,0m,1h 14m,1h 14m,46 minutes,46 minutes,38,38
Sub-task,WS-1680,Done,Major,WS-1212 -> Feedback,-,-,0m,0m,2h 33m,2h 33m,,,,
Sub-task,WS-1683,Done,Major,WS-1642 -> Make it so that the store name or store id is saved with the connection as the client id,-,-,0m,0m,3h 45m,3h 45m,,,,
Sub-task,WS-1684,Done,Major,WS-1646 -> Generate Fern SDK to use,1h,1h,0m,0m,2h 40m,2h 40m,"1 hour, 40 minutes","1 hour, 40 minutes",-166,-166
Sub-task,WS-1685,Done,Major,WS-1646 -> Implement the Square Service,2h,2h,0m,0m,2d 51m,2d 51m,"1 day, 6 hours, 51 minutes","1 day, 6 hours, 51 minutes",-742,-742
Sub-task,WS-1686,Done,Major,WS-1646 -> Update screens in UI to be provider agnostic,3h,3h,0m,0m,4h 50m,4h 50m,"1 hour, 50 minutes","1 hour, 50 minutes",-61,-61
