Issue Type,Key,Status,Priority,Summary,Original Time Estimated,Σ,Estimated Time Remaining,Σ,Total Time Spent,Σ,Accuracy,Σ,Accuracy (%),Σ
Sub-task,WS-499,Done,Major,WS-459 -> Link nonfictions to open using the chat component,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-500,Done,Major,WS-459 -> Add context back so the user can continue the conversation,1h,1h,0m,0m,1h 15m,1h 15m,15 minutes,15 minutes,-25,-25
Sub-task,WS-501,Done,Major,WS-441 -> Pass in a notficationtypes from the front end,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-503,Done,Major,WS-441 -> Update (r *AlertSetup) Run to pass the the notifications types to the alert service,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-506,Done,Major,WS-441 -> Update the Runquery function on the alert service to send out the email if a notification is created,-,-,0m,0m,2h 10m,2h 10m,,,,
Sub-task,WS-511,Done,Major,WS-461 -> Append snooze icon on hover for desktop view,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-512,Done,Major,WS-461 -> Allow sliding to notification left or right to snooze,-,-,0m,0m,4h 15m,4h 15m,,,,
Sub-task,WS-513,Done,Major,WS-461 -> Add endpoint to delete a notification on the alert service,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-515,Done,Major,WS-461 -> Add an receiver to update the alert trigger when a notification is deleted,-,-,0m,0m,3h 45m,3h 45m,,,,
Task,WS-516,In Progress,Major,Implement better tracing using Opentelemetry,-,-,0m,0m,4h 55m,5h 35m,,,,
-> Sub-task,WS-520,In Progress,Major,-> Instrument the Alert Service,-,,0m,,40m,,,,,
Improvement,WS-531,Done,Major,Can we easily implement coach marks into the app,-,-,0m,0m,3h 45m,3h 45m,,,,
Sub-task,WS-538,Done,Major,WS-521 -> setup endpoint that gets events by accountid,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-539,Done,Major,WS-521 -> update homescreen to pull the activity list,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-540,Done,Major,WS-521 -> add notification button that sends the user to the notification screen,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-541,Done,Major,WS-521 -> create a schema for events,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-542,Done,Major,WS-521 -> update the run query function to create an event for the alert when its ran,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-543,Done,Major,WS-528 -> Create alert list item component,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-544,Done,Major,WS-528 -> Create alert screen,-,-,0m,0m,2h 20m,2h 20m,,,,
Sub-task,WS-545,Done,Major,WS-528 -> Create filter function for alerts,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-547,Done,Major,WS-463 -> Add next run property to alert,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-548,Done,Major,WS-463 -> Update the Run alert function on the assistant service to update the alert if it already exist,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-549,Done,Major,WS-463 -> Update the validate alerts event handler on the alert service to handle updating alert,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-550,Done,Major,WS-463 -> Create split screen for desktop view,-,-,0m,0m,4h,4h,,,,
Sub-task,WS-551,Done,Major,WS-463 -> Make the sidebar bar collapsible,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-552,Done,Major,WS-463 -> Create mobile screens,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-553,Done,Major,WS-463 -> Add update alert endpoint on the alert service,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-559,Done,Major,WS-546 -> update the open telemetry SDK version on the cloud module,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-560,Done,Major,WS-546 -> update the mico-services to use to updated version of open telemetry,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-561,Done,Major,WS-427 -> create event handler to delete notifications when a alert is deleted,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-562,Done,Major,WS-427 -> create confirmation modal,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-563,Done,Major,WS-427 -> hook up delete,1h 30m,1h 30m,0m,0m,2h,2h,30 minutes,30 minutes,-33,-33
Sub-task,WS-564,Done,Major,WS-521 -> add viewed property to the notification shcema,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-565,Done,Major,WS-521 -> truncate activity with show more button,-,-,0m,0m,45m,45m,,,,
Sub-task,WS-566,Done,Major,WS-521 -> make it so that when a notifcation is open it is marked as viewed and updated,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-567,Done,Major,WS-528 -> Add filter by last run date,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-568,Done,Major,WS-528 -> make icons colored,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-569,Done,Major,WS-528 -> have llm generate a title for the alert,-,-,0m,0m,1h 10m,1h 10m,,,,
Sub-task,WS-570,Done,Major,WS-521 -> add separate buttons instead of the toggle,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-571,Done,Major,WS-521 -> store the state in local storage,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-572,Done,Major,WS-534 -> add a code property to the alerts,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-573,Done,Major,WS-534 -> update the request to the assistant service to pass in he gpt-4 model as a header,-,-,0m,0m,32m,32m,,,,
Sub-task,WS-574,Done,Major,WS-534 -> Update the assistant service to use the gpt model from the header if set,-,-,0m,0m,35m,35m,,,,
Sub-task,WS-575,Done,Major,WS-534 -> add a pyhton model to the assistant service,-,-,0m,0m,1h 20m,1h 20m,,,,
Sub-task,WS-576,Done,Major,WS-534 -> Update the alert service to check if the alert is associated with code and if so then run the code instead of making a request to the assistant service,-,-,0m,0m,3h 34m,3h 34m,,,,
Sub-task,WS-578,Done,Major,WS-534 -> Update the send query function to make a request to both models and compare the cosine similarity,-,-,0m,0m,3h 33m,3h 33m,,,,
Sub-task,WS-585,Done,Major,WS-469 -> Create the insight service,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-586,Done,Major,WS-469 -> Deploy the insight service,2h,2h,0m,0m,3h 22m,3h 22m,"1 hour, 22 minutes","1 hour, 22 minutes",-68,-68
Sub-task,WS-590,Done,Major,"WS-469 -> create ""dummy"" data for the insights",15m,15m,0m,0m,30m,30m,15 minutes,15 minutes,-100,-100
Sub-task,WS-591,Done,Major,WS-469 -> update the app to fetch and render the insights from the insight service,1h,1h,0m,0m,2h 10m,2h 10m,"1 hour, 10 minutes","1 hour, 10 minutes",-116,-116
Sub-task,WS-593,Done,Major,WS-469 -> Add schema and endpoints for insights,1h,1h,0m,0m,5h 10m,5h 10m,"4 hours, 10 minutes","4 hours, 10 minutes",-416,-416
Sub-task,WS-595,Done,Major,WS-463 -> Add filter for activity,-,-,0m,0m,30m,30m,,,,
Task,WS-610,To Do,Major,Cash Flow UI,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-614,Done,Major,WS-470 -> Create insight list item component,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-616,Done,Major,WS-470 -> Create Insight screen desktop,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-617,Done,Major,WS-469 -> Create insight card component,1h 30m,1h 30m,0m,0m,4h 40m,4h 40m,"3 hours, 10 minutes","3 hours, 10 minutes",-211,-211
Sub-task,WS-620,Done,Major,WS-470 -> Create insight view component,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-622,Done,Major,WS-427 -> update delete alerts handler to delete one alert when an alert id is passed,3h,3h,0m,0m,3h 30m,3h 30m,30 minutes,30 minutes,-16,-16
Sub-task,WS-639,Done,Major,WS-631 -> Update the Bill Mapping,-,-,0m,0m,3h 50m,3h 50m,,,,
Sub-task,WS-640,Done,Major,WS-631 -> Add Journal Entry Mapping,-,-,0m,0m,3h 10m,3h 10m,,,,
Sub-task,WS-641,Done,Major,WS-631 -> Add profit and loss mapping,-,-,0m,0m,5h 58m,5h 58m,,,,
Sub-task,WS-642,Done,Major,WS-631 -> Add Balance sheet mapping,-,-,0m,0m,1d 15m,1d 15m,,,,
Sub-task,WS-643,Done,Major,WS-631 -> Add vendor mapping,-,-,0m,0m,1h 55m,1h 55m,,,,
Sub-task,WS-644,Done,Major,WS-631 -> Add Trial balance mapping,-,-,0m,0m,45m,45m,,,,
Sub-task,WS-645,Done,Major,WS-631 -> Create function to parse the Trial balance report into the mapping,-,-,0m,0m,1h 30m,1h 30m,,,,
Improvement,WS-650,Done,Critical,Can we use the balance sheet as a starting point for providing insights and recommended alerts,-,5h,0m,0m,6h,1d 2h 40m,,"5 hours, 40 minutes",,-113
-> Sub-task,WS-683,Done,Major,-> Can we identify a transaction that caused an issue with an account balance,-,,0m,,1h,,,,,
-> Sub-task,WS-688,Done,Major,-> Can we use the profit and lost to identify trends/issues,5h,,0m,,3h 40m,,"1 hour, 20 minutes",,26,26
Sub-task,WS-654,Done,Major,WS-631 -> Add Customer mapping,-,-,0m,0m,3h 47m,3h 47m,,,,
Sub-task,WS-655,Done,Major,WS-631 -> Add Invoice mapping,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-659,Done,Major,WS-652 -> add a middleware that would only allow admins to edit the cron tab of an alert,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-660,Done,Major,WS-652 -> copy the workflows from the assistant service and add them to the cloud module,2h,2h,0m,0m,3h,3h,1 hour,1 hour,-50,-50
Sub-task,WS-661,Done,Major,WS-652 -> Update the run query function to use the workflows from the cloud module to run and validate the alert,1h 30m,1h 30m,0m,0m,1d 1h 23m,1d 1h 23m,"7 hours, 53 minutes","7 hours, 53 minutes",-525,-525
Sub-task,WS-664,Done,Major,WS-652 -> create an alert setup hander on the alert service,1h,1h,0m,0m,2h 59m,2h 59m,"1 hour, 59 minutes","1 hour, 59 minutes",-198,-198
Sub-task,WS-665,Done,Major,"WS-583 -> create a ""start"" link that would extract actionable items from the balance sheet",2h,2h,0m,0m,1d 7h 50m,1d 7h 50m,"1 day, 5 hours, 50 minutes","1 day, 5 hours, 50 minutes",-691,-691
Sub-task,WS-670,Done,Major,"WS-583 -> create a ""ignite"" handler to for generating the insights",1h,1h,0m,0m,6h 46m,6h 46m,"5 hours, 46 minutes","5 hours, 46 minutes",-576,-576
Sub-task,WS-671,Done,Major,WS-583 -> update the front end to hit the generate insight endpoint when a user first creates an account,30m,30m,0m,0m,45m,45m,15 minutes,15 minutes,-50,-50
Sub-task,WS-675,Done,Major,WS-698 -> create a function that would run on a schedule and update the active property on the insights for each account,1h,1h,0m,0m,2h 38m,2h 38m,"1 hour, 38 minutes","1 hour, 38 minutes",-163,-163
Sub-task,WS-684,Done,Major,WS-469 -> Create insight projection and model,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Bug,WS-686,Done,Major,Can't snooze notifications whose alerts were already deleted,30m,30m,0m,0m,34m,34m,4 minutes,4 minutes,-13,-13
Sub-task,WS-690,Done,Major,"WS-689 -> Change ""connect to quickbooks"" button to an intuit approved graphic. See here: Intuit Developer",20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-692,Done,Major,"WS-689 -> Change email subject from ""Notification from XYZ Assistant"" to ""WeOS Notification - ""Name of Alert“",20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-693,Done,Major,WS-689 -> Menu Edits,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Sub-task,WS-694,Done,Minor,WS-689 -> Shared assistant remains in pending status even after accepting,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-695,Done,Major,WS-689 -> Site optimization,4h,4h,0m,0m,5h,5h,1 hour,1 hour,-25,-25
Task,WS-696,Done,Critical,Switch JWT Library,-,-,0m,0m,32m,32m,,,,
Bug,WS-702,Done,Minor,Snooze on mobile not working,-,-,0m,0m,45m,45m,,,,
Bug,WS-703,Done,Major,Account Service Returning a 401 when running alerts on a schedule,-,-,0m,0m,50m,50m,,,,
Sub-task,WS-704,Done,Major,WS-470 -> Create insight screen mobile,45m,45m,0m,0m,1h,1h,15 minutes,15 minutes,-33,-33
Sub-task,WS-705,Done,Major,WS-470 -> add resolve button,20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-708,Done,Major,WS-707 -> Update the weos-terraform-vpc module,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-710,Done,Major,WS-707 -> Create passwords for microservices in WeOS terraform,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-711,Done,Major,WS-707 -> Update prod,-,-,0m,0m,1h 30m,1h 30m,,,,
Sub-task,WS-715,Done,Major,WS-707 -> Deploy to Staging,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-716,Done,Major,WS-707 -> Update remaining microservices to use the default SQL initializer,1h,1h,0m,0m,1h 8m,1h 8m,8 minutes,8 minutes,-13,-13
Sub-task,WS-723,Done,Major,WS-649 -> Set up the logo for the custom connection,30m,30m,0m,0m,1h,1h,30 minutes,30 minutes,-100,-100
Sub-task,WS-724,Done,Major,"WS-649 -> Check the user sub for QuickBooks and setup default assistant, then create account on the insight service",1h,1h,0m,0m,1h 20m,1h 20m,20 minutes,20 minutes,-33,-33
Sub-task,WS-725,Done,Major,WS-698 -> Update the igniters to not make all the insights inactive except 1,30m,30m,0m,0m,47m,47m,17 minutes,17 minutes,-56,-56
Sub-task,WS-731,Done,Major,"WS-717 -> Add igniter property to the insight struct, should be set within the igniter",20m,20m,0m,0m,40m,40m,20 minutes,20 minutes,-100,-100
Sub-task,WS-733,Done,Major,WS-717 -> Add reports array property to the insight struct should be set within the igniter,20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-735,Done,Major,WS-717 -> Add timeframe property to the insight struct should be set within the igniter,20m,20m,0m,0m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-738,Done,Major,WS-717 -> update the insight card to have a info icon that flips the card and shows this data,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-739,Done,Major,WS-698 -> Update the front end to fetch and render the active insights,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-746,Done,Major,WS-707 -> Deploy to Dev,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Sub-task,WS-747,Done,Major,WS-732 -> Update the alert service to store and run the recommended alerts,2h,2h,0m,0m,4h 5m,4h 5m,"2 hours, 5 minutes","2 hours, 5 minutes",-104,-104
Sub-task,WS-748,Done,Major,WS-732 -> Pull recommend alerts from the alert service,30m,30m,0m,0m,45m,45m,15 minutes,15 minutes,-50,-50
Task,WS-750,Done,Major,Fix noisey errors on integration service,-,-,0m,0m,11m,11m,,,,
Bug,WS-751,Done,Critical,Context cancelled error from the account service,-,-,0m,0m,7h 49m,7h 49m,,,,
Bug,WS-753,Done,Major,Loss of context in Notifications Chat,-,-,0m,0m,4h 52m,4h 52m,,,,
Bug,WS-759,Done,Minor,Alerts on prod returning null responses in Langfuse,-,-,0m,0m,2h 50m,2h 50m,,,,
Sub-task,WS-762,Done,Major,WS-755 -> Add third column to insight screen,10m,10m,0m,0m,20m,20m,10 minutes,10 minutes,-100,-100
Sub-task,WS-763,Done,Major,WS-755 -> Render recommend alerts from the insight object,45m,45m,0m,0m,2h 45m,2h 45m,2 hours,2 hours,-266,-266
Sub-task,WS-764,Done,Major,WS-755 -> Validate 10 alerts and add them to the recommend alerts,3h,3h,0m,0m,4h 15m,4h 15m,"1 hour, 15 minutes","1 hour, 15 minutes",-41,-41
Sub-task,WS-765,Done,Major,WS-757 -> Change snooze icon to pause icon,10m,10m,0m,0m,15m,15m,5 minutes,5 minutes,-50,-50
Sub-task,WS-766,Done,Major,"WS-757 -> update ""update notification event handler"" to check if ""read"" property is set to true and set the alert trigger to be false",2h,2h,0m,0m,2h 30m,2h 30m,30 minutes,30 minutes,-25,-25
Bug,WS-773,Reopened,Minor,LLM hallucinating when there is no report data,-,-,0m,0m,3h 5m,3h 5m,,,,
Sub-task,WS-774,Done,Major,WS-758 -> create a provider that would run the profit and loss igniter that would run on a daily schedule and call the profit and loss igniter based on the created date,1h 30m,1h 30m,0m,0m,2h 31m,2h 31m,"1 hour, 1 minute","1 hour, 1 minute",-67,-67
Sub-task,WS-775,Done,Major,WS-758 -> Create a provider that would run on a monthly schedule and trigger the profit and loss igniter for all accounts,1h 30m,1h 30m,0m,0m,1h 40m,1h 40m,10 minutes,10 minutes,-11,-11
Sub-task,WS-776,Done,Major,WS-758 -> update the igniter params to take in a start and end date and use this to determine which reports to get,30m,30m,0m,0m,1h 10m,1h 10m,40 minutes,40 minutes,-133,-133
Sub-task,WS-777,Done,Major,WS-758 -> Create a provider that would create the m2m token and add it to the container,1h 30m,1h 30m,0m,0m,1h 36m,1h 36m,6 minutes,6 minutes,-6,-6
Sub-task,WS-785,Done,Major,WS-772 -> setup custom scheme in app builds,5h,5h,0m,0m,5h,5h,0 minutes,0 minutes,0,0
Sub-task,WS-786,Done,Major,WS-772 -> setup app to listen for redirects to that custom scheme,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-787,Done,Major,WS-772 -> test build on https://ionic.io/appflow,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-788,Done,Major,WS-772 -> create native auth0 application,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-790,Done,Major,WS-772 -> install capacitor and relevant packages,30m,30m,0m,0m,3h,3h,"2 hours, 30 minutes","2 hours, 30 minutes",-500,-500
Sub-task,WS-795,Done,Major,WS-755 -> create list of recommended alerts on that alert service,30m,30m,0m,0m,1h,1h,30 minutes,30 minutes,-100,-100
Sub-task,WS-797,Done,Major,WS-755 -> update the schedule provider to fetch add the recommended alerts to the insight when it is made active,1h,1h,0m,0m,6h 58m,6h 58m,"5 hours, 58 minutes","5 hours, 58 minutes",-596,-596
Bug,WS-803,Done,Major,LLM returned wrong revenue no. though it had the correct reports,-,-,0m,0m,50m,50m,,,,
Bug,WS-805,Done,Critical,Error when editing alert,45m,45m,0m,0m,53m,53m,8 minutes,8 minutes,-17,-17
Task,WS-806,Done,Critical,Add create alert button to manage alert screen,30m,30m,0m,0m,40m,40m,10 minutes,10 minutes,-33,-33
Bug,WS-807,Done,Major,Daily sparks not showing up,-,-,0m,0m,2h 45m,2h 45m,,,,
Sub-task,WS-813,Done,Major,WS-757 -> update delete notification event handler to set the alert to inactive,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Bug,WS-814,Done,Major,Alerts aren't setup if the LLM got the correct response but the Python failed,-,-,0m,0m,1h 10m,1h 10m,,,,
Bug,WS-815,Done,Major,Queries needing more than two reporting periods not working,-,-,0m,0m,1h 53m,1h 53m,,,,
Story,WS-818,To Do,Critical,I should be able to get sparks and recommended readings based on my business info,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-821,Done,Major,WS-772 -> Setup fastlane for playstore,6h,6h,0m,0m,6h,6h,0 minutes,0 minutes,0,0
Story,WS-824,Done,Minor,I should be able to easily report errors and crashes,-,-,0m,0m,30m,3h 15m,,,,
-> Sub-task,WS-963,Done,Major,-> Add report button to error messages,-,,0m,,45m,,,,,
-> Sub-task,WS-965,Done,Major,-> Add a handler to the feedback service to create issue in jira,-,,0m,,1h,,,,,
-> Sub-task,WS-1058,Done,Major,-> update slack message template,-,,0m,,1h,,,,,
Story,WS-826,Done,Major,I should be able to easily rate the app,10m,1h 5m,0m,0m,1h 55m,3h,"1 hour, 45 minutes","1 hour, 55 minutes",-1050,-176
-> Sub-task,WS-1188,Done,Major,"-> Add remote config variable ""in_app_review",10m,,0m,,10m,,0 minutes,,0,0
-> Sub-task,WS-1189,Done,Major,-> install @capacitor-community/in-app-review,-,,0m,,10m,,,,,
-> Sub-task,WS-1190,Done,Major,"-> Trigger in app review based on the value of ""in_app_review"" and if all notifications have been read",45m,,0m,,45m,,0 minutes,,0,0
Task,WS-827,Done,Minor,Add a guided tour of WeOS that highlights sparks and signals,-,2h 40m,0m,0m,1h 10m,4h 30m,,"1 hour, 50 minutes",,-68
-> Sub-task,WS-856,Done,Major,-> Add checks to ensure that the tour starts after quickbooks is connected,20m,,0m,,1h,,40 minutes,,-200,-200
-> Sub-task,WS-857,Done,Major,-> Install driver.js,10m,,0m,,10m,,0 minutes,,0,0
-> Sub-task,WS-858,Done,Major,-> Add ids to elements so they can be reference,20m,,0m,,20m,,0 minutes,,0,0
-> Sub-task,WS-859,Done,Major,-> Create highlight for each element,1h 30m,,0m,,1h 30m,,0 minutes,,0,0
-> Sub-task,WS-860,Done,Major,-> Add each highlight to driver steps,20m,,0m,,20m,,0 minutes,,0,0
Sub-task,WS-830,Done,Major,WS-810 -> Create and setup Goal Service,2h,2h,0m,0m,1h 40m,1h 40m,20 minutes,20 minutes,16,16
Sub-task,WS-834,Done,Major,WS-810 -> Create an initialiser that would fetch and create all the default Goals,1h,1h,0m,0m,2h 10m,2h 10m,"1 hour, 10 minutes","1 hour, 10 minutes",-116,-116
Sub-task,WS-842,Done,Major,WS-801 -> Replace Alerts with Signals through the app,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-848,Done,Major,WS-810 -> Update the front end to create a goal resource when the user selects a goal,-,-,0m,0m,1h 30m,1h 30m,,,,
Sub-task,WS-850,Done,Major,WS-810 -> create a batch setup endpoint on the alert serrvice,15m,15m,0m,0m,20m,20m,5 minutes,5 minutes,-33,-33
Sub-task,WS-851,Done,Major,WS-810 -> create a handler on the alert service that would loop through all the alerts associated with a goal and create it under the account,1h 30m,1h 30m,0m,0m,4h 27m,4h 27m,"2 hours, 57 minutes","2 hours, 57 minutes",-196,-196
Sub-task,WS-852,Done,Major,WS-810 -> create a list of recommended alerts for each goal on the alert servce,3h,3h,0m,0m,5h 15m,5h 15m,"2 hours, 15 minutes","2 hours, 15 minutes",-75,-75
Sub-task,WS-853,Done,Major,WS-810 -> Add a goal property to the alerts,15m,15m,0m,0m,35m,35m,20 minutes,20 minutes,-133,-133
Story,WS-861,To Do,Critical,I should be able to purchase a subscription,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-875,Done,Major,WS-442 -> Install capacitor push notifications,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-876,Done,Major,WS-442 -> Setup prompt so that user can allow push notifcations,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-877,Done,Major,WS-864 -> Update the alert service to check the subscription status and only run the python code based on that,-,-,0m,0m,1h 55m,1h 55m,,,,
Sub-task,WS-881,Done,Major,WS-442 -> Add push notification listeners,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-883,Done,Major,WS-442 -> Add Firebase Admin SDK to the alert service,-,-,0m,0m,1h 7m,1h 7m,,,,
Task,WS-893,Done,Major,When the LLM sets a signal to run every hour change it to every day instead,-,-,0m,0m,55m,55m,,,,
Sub-task,WS-911,Done,Major,WS-864 -> Add prompt when for canceling subscription,30m,30m,0m,0m,45m,45m,15 minutes,15 minutes,-50,-50
Sub-task,WS-917,Done,Major,WS-772 -> Deploy to dev,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-924,In Progress,Major,WS-919 -> Setup in-app-products for android and ios,1h,1h,0m,0m,1h 15m,1h 15m,15 minutes,15 minutes,-25,-25
Sub-task,WS-926,Done,Major,WS-919 -> Install @revenuecat/purchases-capacitor and configure in app.vue,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-927,Done,Major,WS-919 -> Get offerings using sdk and render them,2h,2h,0m,0m,2h 10m,2h 10m,10 minutes,10 minutes,-8,-8
Sub-task,WS-928,Done,Major,WS-919 -> Setup purchase package function using the sdk,2h,2h,0m,0m,5h 15m,5h 15m,"3 hours, 15 minutes","3 hours, 15 minutes",-162,-162
Sub-task,WS-930,Done,Major,WS-919 -> Create revenue cat api key,10m,10m,0m,0m,45m,45m,35 minutes,35 minutes,-350,-350
Sub-task,WS-932,Done,Major,WS-772 -> Add splash screen,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-933,Done,Major,WS-772 -> Configure QuickBooks redirect depending on the platform,1h 30m,1h 30m,0m,0m,2h,2h,30 minutes,30 minutes,-33,-33
Sub-task,WS-939,Done,Major,WS-915 -> Add push notification registration function to App.Delegate.swift,1h 10m,1h 10m,0m,0m,1h,1h,10 minutes,10 minutes,14,14
Sub-task,WS-940,Done,Major,WS-915 -> Add fire base sdk to pod file,45m,45m,0m,0m,1h 45m,1h 45m,1 hour,1 hour,-133,-133
Sub-task,WS-941,Done,Major,WS-919 -> Configure the sdk to use the account id as the user app id,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-943,Done,Major,WS-919 -> create a webhook that would send real time subscription updates to IAM,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-944,Done,Major,WS-919 -> create an endpoint on the IAM service to accept to subscription updates,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-945,Done,Major,WS-919 -> create a handler on IAM to save the subscription status on the user,-,-,0m,0m,2h 30m,2h 30m,,,,
Sub-task,WS-946,Done,Major,WS-919 -> update the auth0 action to add the subscription status to the jwt,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-948,Done,Major,WS-442 -> Add option for push notification on the sidebar,45m,45m,0m,0m,1h,1h,15 minutes,15 minutes,-33,-33
Task,WS-950,Done,Blocker,Update IAM so that there is a idempotent endpoint for Auth0 actions to use,-,-,0m,0m,2h 30m,1d 1h 25m,,,,
-> Sub-task,WS-951,Done,Major,-> create an accounts schema on the IAM service,-,,0m,,30m,,,,,
-> Sub-task,WS-952,Done,Major,-> Update the auth0 action to fetch a user by auth ID,-,,0m,,1h 30m,,,,,
-> Sub-task,WS-953,Done,Major,-> Create a handler on IAM service to create the user and account if the user does not exist,-,,0m,,2h 40m,,,,,
-> Sub-task,WS-954,Done,Major,-> Create an event handler on the IAM service to create an account and user resource on the Account Service,-,,0m,,1h 30m,,,,,
-> Sub-task,WS-955,Done,Major,-> Depreciate the create account and user handlers on the Account service,-,,0m,,30m,,,,,
-> Sub-task,WS-956,Done,Major,-> remove the create account flow from the callback in the APP,-,,0m,,15m,,,,,
Bug,WS-957,Done,Critical,Logout Leads to Log in Loop,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-978,Done,Major,WS-855 -> create a handler that would delete the user account and connection from the database,-,-,0m,0m,1h 20m,1h 20m,,,,
Sub-task,WS-979,Done,Major,"WS-855 -> create an event handler that would delete the account and user on the account service, alert service and insight service",-,-,0m,0m,2h 28m,2h 28m,,,,
Sub-task,WS-981,Done,Major,WS-855 -> add a delete account button to the app,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-982,Done,Major,WS-855 -> Update the app to make a request to the IAM service to delete the account,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-983,Done,Major,WS-855 -> Add a validation middleware to IAM to ensure that the user can only delete their account,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-984,Done,Major,WS-855 -> update the delete alert handler on the alert service to delete all the alerts associated with an account,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-985,Done,Major,WS-855 -> Add a delete endpoint and handler to the insight service,-,-,0m,0m,2h,2h,,,,
Task,WS-990,Done,Major,Create a staging environment for IAM,-,-,0m,0m,2h,6h 45m,,,,
-> Sub-task,WS-1013,Done,Major,-> create all the applications in auth0 staging tenant,-,,0m,,1h 40m,,,,,
